0.01 1.9996
0.0104737 0.911498
0.0109699 1.66166
0.0114895 3.02889
0.0120338 3.45103
0.0126038 2.51699
0.0132009 2.29446
0.0138262 1.04601
0.0144812 3.33569
0.0151672 5.21016
0.0158857 4.74952
0.0166382 3.60873
0.0174263 2.96101
0.0182518 1.50017
0.0191164 2.46058
0.020022 2.24304
0.0209705 2.95231
0.0219639 2.89803
0.0230043 3.01861
0.024094 2.75173
0.0252354 3.91591
0.0264308 4.42377
0.0276829 2.99437
0.0289942 2.37431
0.0303677 3.5666
0.0318063 3.34946
0.0333129 3.76873
0.034891 3.1911
0.0365438 2.46292
0.0382749 3.12555
0.0400881 2.6025
0.0419871 4.38998
0.043976 2.98174
0.0460592 3.13705
0.0482411 2.52027
0.0505263 2.80001
0.0529198 2.23542
0.0554266 3.06296
0.0580523 2.87946
0.0608022 3.2334
0.0636825 3.42777
0.0666992 3.1684
0.0698588 2.88828
0.0731681 2.48764
0.0766341 3.02623
0.0802643 3.31008
0.0840665 3.01743
0.0880488 3.31677
0.0922198 2.9108
0.0965883 2.98804
0.101164 3.43775
0.105956 3.08422
0.110975 3.11932
0.116232 2.74004
0.121738 2.79018
0.127505 3.08854
0.133545 2.87799
0.139871 2.93723
0.146497 2.89377
0.153437 3.04428
0.160705 2.98892
0.168318 2.96883
0.176291 2.93191
0.184642 2.94737
0.193389 2.74517
0.20255 2.891
0.212145 2.81219
0.222195 2.75779
0.23272 2.65721
0.243744 2.74173
0.255291 2.68152
0.267384 2.60937
0.28005 2.59851
0.293317 2.59946
0.307211 2.57929
0.321764 2.47985
0.337006 2.33485
0.352971 2.40456
0.369691 2.29318
0.387204 2.21381
0.405546 2.25443
0.424757 2.176
0.444878 2.07078
0.465953 2.01409
0.488025 1.96688
0.511143 1.89971
0.535357 1.8301
0.560717 1.79531
0.587279 1.64274
0.615099 1.62065
0.644236 1.50559
0.674754 1.52217
0.706718 1.43521
0.740196 1.3509
0.77526 1.29274
0.811984 1.24508
0.850449 1.19315
0.890735 1.12954
0.93293 1.09107
0.977124 1.05185
1.02341 1.02382
1.07189 0.968661
1.12267 0.916267
1.17585 0.861405
1.23155 0.834649
1.28989 0.820413
1.35099 0.767169
1.41499 0.719488
1.48202 0.695965
1.55223 0.663535
1.62576 0.628627
1.70277 0.604929
1.78343 0.583435
1.86791 0.560428
1.9564 0.54245
2.04907 0.49615
2.14614 0.466564
2.24781 0.460911
2.35429 0.4507
2.46581 0.439547
2.58262 0.41189
2.70496 0.382281
2.8331 0.372065
2.9673 0.34725
3.10787 0.329249
3.25509 0.320778
3.40929 0.304525
3.57079 0.28411
3.73994 0.273421
3.9171 0.258058
4.10266 0.256399
4.297 0.244172
4.50056 0.230228
4.71375 0.225766
4.93705 0.215537
5.17092 0.200793
5.41587 0.191876
5.67243 0.18482
5.94113 0.171722
6.22257 0.172878
6.51734 0.159013
6.82607 0.146668
7.14943 0.148483
7.4881 0.139026
7.84282 0.132196
8.21434 0.127719
8.60346 0.123861
9.01102 0.113635
9.43788 0.109563
9.88496 0.1059
10.3532 0.101708
10.8437 0.0968466
11.3573 0.0904135
11.8953 0.0881283
12.4588 0.0816204
13.049 0.0765249
13.6672 0.0764831
14.3146 0.071715
14.9927 0.0701581
15.7029 0.0670421
16.4468 0.0620708
17.2259 0.0590624
18.0419 0.058337
18.8965 0.0534467
19.7917 0.0520092
20.7292 0.0505699
21.7112 0.048233
22.7397 0.045967
23.8169 0.0434988
24.9451 0.0410296
26.1268 0.0391842
27.3644 0.0376771
28.6607 0.0362576
30.0184 0.035118
31.4404 0.0331817
32.9297 0.0305522
34.4896 0.0297451
36.1234 0.0284426
37.8346 0.0276066
39.6269 0.0257908
41.504 0.0248347
43.4701 0.0236153
45.5294 0.022707
47.6861 0.0218155
49.9451 0.0204797
52.311 0.0198573
54.789 0.0190106
57.3844 0.0183592
60.1028 0.017263
62.9499 0.0166009
65.9319 0.0155796
69.0551 0.0153571
72.3263 0.0143489
75.7525 0.0136558
79.341 0.0130449
83.0994 0.0122981
87.0359 0.0117535
91.1589 0.0113585
95.4772 0.010905
100 0.00966778
