0.01 0
0.0104373 0
0.0108937 0
0.0113701 0
0.0118673 0
0.0123862 0
0.0129279 0
0.0134932 0
0.0140832 0
0.0146991 0
0.0153419 0
0.0160127 0
0.016713 0
0.0174438 0
0.0182066 0
0.0190028 0
0.0198337 0
0.0207011 0
0.0216063 0
0.0225511 0
0.0235373 0
0.0245665 0
0.0256408 0
0.026762 0
0.0279323 0
0.0291538 0
0.0304286 0
0.0317593 0
0.0331481 0
0.0345976 0
0.0361105 0
0.0376896 0
0.0393377 0
0.0410579 0
0.0428534 0
0.0447273 0
0.0466832 0
0.0487246 0
0.0508553 0
0.0530791 0
0.0554002 0
0.0578228 0
0.0603514 0
0.0629905 0
0.065745 0
0.06862 0
0.0716207 0
0.0747526 0
0.0780214 0
0.0814332 0
0.0849942 0
0.088711 0
0.0925902 0
0.0966391 0
0.100865 0
0.105276 0
0.109879 0
0.114684 0
0.119699 0
0.124934 0.00640616
0.130397 0.0058806
0.136099 0.00539817
0.142051 0.00495531
0.148262 0.00909665
0.154746 0.00835038
0.161513 0.0114968
0.168575 0.0140701
0.175947 0.0258213
0.183641 0.0266632
0.191671 0.0271926
0.200053 0.0324405
0.208801 0.0389264
0.217932 0.044123
0.227462 0.0539664
0.237409 0.0618803
0.24779 0.0697588
0.258626 0.0847657
0.269935 0.0981403
0.281739 0.102498
0.29406 0.121381
0.306919 0.142526
0.32034 0.150714
0.334348 0.166008
0.348969 0.191799
0.364229 0.235477
0.380156 0.273596
0.39678 0.306277
0.414131 0.344387
0.43224 0.386667
0.451142 0.422992
0.47087 0.490367
0.491461 0.543092
0.512952 0.613063
0.535383 0.668287
0.558795 0.736279
0.58323 0.79655
0.608734 0.8659
0.635354 0.911321
0.663137 0.964637
0.692135 1.01604
0.722402 1.07038
0.753992 1.0984
0.786963 1.11161
0.821376 1.10989
0.857295 1.11782
0.894783 1.10229
0.933911 1.07184
0.97475 1.03518
1.01738 0.999897
1.06186 0.97302
1.1083 0.935993
1.15676 0.896913
1.20735 0.874013
1.26014 0.826933
1.31525 0.778734
1.37276 0.74942
1.43279 0.707443
1.49545 0.683556
1.56084 0.663475
1.6291 0.627049
1.70034 0.613322
1.77469 0.575142
1.8523 0.550161
1.93329 0.530724
2.01784 0.516361
2.10607 0.492758
2.19817 0.470914
2.29429 0.445214
2.39462 0.431497
2.49934 0.412938
2.60863 0.404932
2.7227 0.379591
2.84176 0.36012
2.96603 0.343498
3.09573 0.340662
3.23111 0.321448
3.3724 0.302915
3.51987 0.286847
3.67379 0.273645
3.83445 0.259579
4.00212 0.258085
4.17713 0.254058
4.35979 0.237445
4.55044 0.228755
4.74943 0.218877
4.95712 0.210059
5.17389 0.202191
5.40014 0.189253
5.63628 0.180175
5.88275 0.173939
6.14 0.168317
6.4085 0.161741
6.68873 0.153732
6.98123 0.152733
7.28651 0.147837
7.60514 0.14296
7.93771 0.133159
8.28482 0.128282
8.6471 0.119361
9.02523 0.116424
9.4199 0.109809
9.83182 0.105445
10.2618 0.10157
10.7105 0.0972139
11.1789 0.0955572
11.6677 0.0890912
12.1779 0.0869939
12.7104 0.0832272
13.2663 0.0798442
13.8464 0.0766453
14.4519 0.0710823
15.0838 0.0695435
15.7434 0.0693107
16.4319 0.0656635
17.1504 0.0630644
17.9004 0.0583819
18.6832 0.0555492
19.5002 0.0540374
20.3529 0.0509649
21.2429 0.0491725
22.1719 0.0464438
23.1414 0.046466
24.1534 0.0437285
25.2096 0.0419468
26.312 0.0393497
27.4626 0.038724
28.6635 0.0377141
29.9169 0.0354026
31.2251 0.0346214
32.5906 0.0324444
34.0157 0.0302248
35.5032 0.0298729
37.0557 0.02909
38.6762 0.0277318
40.3674 0.0270995
42.1327 0.0255425
43.9751 0.0242366
45.8981 0.0226086
47.9052 0.0215319
50 0.0195478
